Version: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Suffix,Eat1,Eat2,Eat3,Gho1,Gho2,Had1,Htb1,Iagi,Iatt,Idef,Ihid,Iint,Isib,Istr,Isx1,Ncl1,Ncl3,Ncl4,Ncl5,Ncl6,Neg1,Neg2,Neg3,Neg4,Neg5,Neg6,Neu1,Neu3,Neu4,Nso1,Nso3,Owk1,Owk2,Owk3,Owk4,Ply1,Ply2,Ply3,Ply4,Ply5,Prg1,Prg3,Prg4,Prg5,Uls1,Uls2,Uls3,Uls4,Uls5,Ulsu,Usl1,aani,aare,aart,abpx,abpy,abuf,acap,acat,acdn,achd,adur,aeat,aefl,aefs,ahdu,aher,ahky,aite,alev,alsk,amat,amcs,amsp,anam,ansf,aord,aorf,aoro,arac,aran,arar,areq,aret,arhk,arlv,arpx,arpy,arqa,arut,asat,ata0,atar,atat,atp1,aub1,aubx,auby,bsk1,bsk2,bsk3,fak1,fak2,fak3,fak5
A0A2,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""怨念深渊""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNGrave.blp""",,"""学习 怨念深渊[|cffffcc00T|r] - [|cffffcc00等级 %d|r]|n(Pit of Malice)""","""T""",1,1,0,,"""在目标区域创造致命的深渊。踏入深渊的敌方单位将因受到腐化力量的影响而无法移动（可以攻击、使用技能和物品）。每个敌方单位每隔3.6秒都会再次受到作用|n|n|cff99ccff魔法消耗：|r80/100/120/140|n|cff99ccff冷却时间：|r22/20/18/16|n|cff99ccff持续时间：|r12|n|cff99ccff作用范围：|r400|n|cff99ccff施法距离：|r750|n|n|cffffcc00等级 1|r - 束缚持续1.2秒|n|cffffcc00等级 2|r - 束缚持续1.4秒|n|cffffcc00等级 3|r - 束缚持续1.6秒|n|cffffcc00等级 4|r - 束缚持续1.8秒""",,,,,,,,,,,,,,,
A5A2,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A2,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A3,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""衰退光环""",,,,,"""nightelf""",,"""ReplaceableTextures\\PassiveButtons\\PASBTNShadeTrueSight.blp""",,"""学习 衰退光环[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Atrophy Aura)""","""R""",1,2,0,,"""深渊领主的存在削弱周围所有敌方单位的攻击力。如果敌方普通单位/英雄在光环范围内死亡，你将暂时获得2/7点力量加成。|n|n|cff99ccff持续时间：|r30/35/40/45|n|cff99ccff作用范围：|r900|n|n|cffffcc00等级 1|r - 降低18%的攻击力|n|cffffcc00等级 2|r - 降低26%的攻击力|n|cffffcc00等级 3|r - 降低34%的攻击力|n|cffffcc00等级 4|r - 降低42%的攻击力""",,,,,,,,,,,,,,,
A5A3,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A3,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A4,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""黑暗之门""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNDarkPortal.blp""",,"""学习 黑暗之门[|cffffcc00D|r] - [|cffffcc00等级 %d|r]|n(Dark Rift)""","""D""",6,3,0,,"""打开穿越冥界的大门，连接目标（友方建筑或单位）和自身所处的位置，将自己和附近范围内的友方英雄传送至目标位置。|n|n|cff99ccff魔法消耗：|r75/150/225|n|cff99ccff冷却时间：|r130|n|cff99ccff作用范围：|r450|n|cff99ccff施法距离：|r99999|n|n|cffffcc00等级 1|r - 施法6秒后传送|n|cffffcc00等级 2|r - 施法5秒后传送|n|cffffcc00等级 3|r - 施法4秒后传送""",,,,,,,,,,,,,,,
A5A4,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A4,A40M"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A5,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""幻象法球""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNIllusory.blp""",,"""学习 幻象法球[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Illusory Orb)""","""R""",1,0,0,,"""释放一个直线飞行的魔法球，移动过程中对附近范围内的敌方单位造成伤害。仙女龙可以随时传送至魔法球所在的位置。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r80/100/120/140|n|cff99ccff冷却时间：|r14/13/12/11|n|cff99ccff作用范围：|r225|n|cff99ccff施法距离：|r3000|n|cff99ccff最大距离：|r1800|n|n|cffffcc00等级 1|r - 造成100点伤害|n|cffffcc00等级 2|r - 造成160点伤害|n|cffffcc00等级 3|r - 造成210点伤害|n|cffffcc00等级 4|r - 造成280点伤害""",,,,,,,,,,,,,,,
A5A5,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A5,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A6,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""新月之痕""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNWanningRift.blp""",,"""学习 新月之痕[|cffffcc00W|r] - [|cffffcc00等级 %d|r]|n(Waning Rift)""","""W""",1,1,0,,"""仙女龙撒出她神秘的仙女粉尘，对周围的敌方单位造成伤害并沉默。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r100/110/120/130|n|cff99ccff冷却时间：|r16/15/14/13|n|cff99ccff作用范围：|r400|n|cff99ccff施法距离：|r500|n|n|cffffcc00等级 1|r - 造成100点伤害，沉默0.75秒|n|cffffcc00等级 2|r - 造成140点伤害，沉默1.5秒|n|cffffcc00等级 3|r - 造成200点伤害，沉默2.25秒|n|cffffcc00等级 4|r - 造成260点伤害，沉默3秒""",,,,,,,,,,,,,,,
A5A6,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A6,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A7,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""相位转移""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNPhaseShift.blp""",,"""学习 相位转移[|cffffcc00F|r] - [|cffffcc00等级 %d|r]|n(Phase Shift)""","""F""",1,2,0,,"""仙女龙短时间内改变自己所处的维度，暂时不受到任何伤害。相位转移状态可随时中止。|n|n|cff99ccff引导时间：|r0.75/1.5/2.25/3.25|n|cff99ccff冷却时间：|r6|n|n|cffff3300需要持续施法|r|n|n|cffffcc00等级 1|r - 最多持续0.75秒|n|cffffcc00等级 2|r - 最多持续1.5秒|n|cffffcc00等级 3|r - 最多持续2.25秒|n|cffffcc00等级 4|r - 最多持续3.25秒""",,,,,,,,,,,,,,,
A5A7,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A7,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A8,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""梦境缠绕""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNManaFlare.blp""",,"""学习 梦境缠绕[|cffffcc00C|r] - [|cffffcc00等级 %d|r]|n(Dream Coil)""","""C""",6,3,0,,"""对目标区域内的敌方英雄造成伤害和晕眩。在持续时间内试图挣扎离开原点600距离以外的敌方英雄会再次受到伤害并晕眩。（括号内为装备阿哈利姆神杖时的数值）|n|n|cFFFFFF00神杖升级：提高梦境破碎伤害，增加梦境破碎的持续时间，并且梦境破碎的眩晕效果无视魔免。|r|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r100/150/200|n|cff99ccff冷却时间：|r75|n|cff99ccff持续时间：|r6|n|cff99ccff作用范围：|r375|n|cff99ccff施法距离：|r750|n|n|cffff3300眩晕效果无视魔法免疫|r|n|n|cffffcc00等级 1|r - 瞬间造成100伤害和0.5秒晕眩；梦境破碎额外造成100（200）伤害和1.5（1.5）秒晕眩|n|cffffcc00等级 2|r - 瞬间造成150伤害和0.5秒晕眩；梦境破碎额外造成150（250）伤害和2.25（3）秒晕眩|n|cffffcc00等级 3|r - 瞬间造成200伤害和0.5秒晕眩；梦境破碎额外造成200（300）伤害和3（4.5）秒晕眩""",,,,,,,,,,,,,,,
A5A8,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A8,A40M"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0A9,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""束缚击""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNShackleShot.blp""",,"""学习 束缚击[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Shackleshot)""","""E""",1,0,0,,"""风行者射出一支被施展了风魔法的箭矢，将目标束缚其身后的一个敌方单位或树上。|n|n|cff99ccff魔法消耗：|r90/100/110/120|n|cff99ccff冷却时间：|r12|n|cff99ccff持续时间：|r1|n|cff99ccff施法距离：|r800|n|n|cffffcc00等级 1|r - 束缚1.5秒|n|cffffcc00等级 2|r - 束缚2.25秒|n|cffffcc00等级 3|r - 束缚3秒|n|cffffcc00等级 4|r - 束缚3.75秒""",,,,,,,,,,,,,,,
A5A9,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0A9,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AA,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""强力击""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNPowerShot.blp""",,"""学习 强力击[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Power Shot)""","""R""",1,1,0,,"""风行者张紧她的弓，用1秒钟的时间积攒力量，进行一次强力的射击。射出的箭最远飞出2600的距离，能摧毁树木，并对碰触到的所有敌方单位造成伤害（对第一个单位造成最大伤害，以后每个单位递减10%的伤害）。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff引导时间：|r1|n|cff99ccff魔法消耗：|r90/100/110/120|n|cff99ccff冷却时间：|r9|n|cff99ccff作用范围：|r125|n|cff99ccff施法距离：|r2600|n|n|cffff3300需要持续施法|r|n|n|cffffcc00等级 1|r - 150点最大伤害|n|cffffcc00等级 2|r - 230点最大伤害|n|cffffcc00等级 3|r - 310点最大伤害|n|cffffcc00等级 4|r - 390点最大伤害""",,,,,,,,,,,,,,,
A5AA,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AA,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AB,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""风行者""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNCyclone.blp""",,"""学习 风行者[|cffffcc00W|r] - [|cffffcc00等级 %d|r]|n(Windrunner)""","""W""",1,2,0,,"""通过让风的精粹浸透自己的身体，风行者能够在短时间内提升自身60%的移动速度。同时，环绕在她身边的风之屏障会给予强大的保护，使她无视所有物理攻击，并且使周围范围内敌方单位的移动速度降低。|n|n|cff99ccff魔法消耗：|r50|n|cff99ccff冷却时间：|r15/14/13/12|n|cff99ccff作用范围：|r300|n|n|cffff3300减速效果无视魔法免疫|r|n|n|cffffcc00等级 1|r - 持续3秒，敌方单位移动速度降低8%|n|cffffcc00等级 2|r - 持续4秒，敌方单位移动速度降低16%|n|cffffcc00等级 3|r - 持续5秒，敌方单位移动速度降低24%|n|cffffcc00等级 4|r - 持续6秒，敌方单位移动速度降低32%""",,,,,,,,,,,,,,,
A5AB,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AB,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AC,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""集中火力""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNFocusFire.blp""",,"""学习 集中火力[|cffffcc00F|r] - [|cffffcc00等级 %d|r]|n(Focus Fire)""","""F""",6,3,0,,"""风行者将风贯穿她的体内，激发出巨大的能量，使她的攻击速度达到极限。然而，副作用是攻击力会降低。（括号内为装备阿哈利姆神杖时的数值）|n|cffff0303对建筑有效|r|n|n|cFFFFFF00神杖升级：减少冷却时间，减少消弱的攻击力。|r|n|n|cff99ccff魔法消耗：|r75/100/125|n|cff99ccff冷却时间：|r60|n|cff99ccff持续时间：|r20|n|cff99ccff施法距离:|r 600|n|n|cffff3300无视魔法免疫|r|n|n|cffffcc00等级 1|r - 降低50%的攻击力|n|cffffcc00等级 2|r - 降低40%的攻击力|n|cffffcc00等级 3|r - 降低30%的攻击力""",,,,,,,,,,,,,,,
A5AC,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AC,A40M"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AD,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""寒霜之足""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNColdFeet.blp""",,"""学习 寒霜之足[|cffffcc00C|r] - [|cffffcc00等级 %d|r]|n(Cold Feet)""","""C""",1,0,0,,"""远古冰魄诅咒一个敌人，在其脚下留下寒冰咒印。如果该敌人没有远离咒印一段距离以上，将持续受到伤害。几秒后咒印崩坏，如果该敌人还在咒印影响范围内，就会被冰封。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r150|n|cff99ccff冷却时间：|r10/9/8/7|n|cff99ccff持续时间：|r4|n|cff99ccff作用范围：|r740|n|cff99ccff施法距离：|r700/800/900/1000|n|n|cffffcc00等级 1|r - 每秒造成37.5点伤害，冰封敌人1.25秒|n|cffffcc00等级 2|r - 每秒造成50点伤害，冰封敌人2秒|n|cffffcc00等级 3|r - 每秒造成62.5点伤害，冰封敌人2.75秒|n|cffffcc00等级 4|r - 每秒造成75点伤害，冰封敌人3.5秒""",,,,,,,,,,,,,,,
A5AD,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AD,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AE,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""冰霜漩涡""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNIceVortex.blp""",,"""学习 冰霜漩涡[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Ice Vortex)""","""E""",1,1,0,,"""将远古的冰霜能量聚集于指定区域，创造一个小型的固定的冰霜漩涡。冰霜漩涡会降低被卷入敌方单位的移动速度和魔法抗性，并受到持续伤害。|n|n|cff99ccff魔法消耗：|r80/90/100/110|n|cff99ccff冷却时间：|r4|n|cff99ccff持续时间：|r16|n|cff99ccff作用范围：|r300|n|cff99ccff施法距离：|r1500|n|n|cffffcc00等级 1|r - 降低15%的移动速度和15%的魔法抗性|n|cffffcc00等级 2|r - 降低20%的移动速度和20%的魔法抗性|n|cffffcc00等级 3|r - 降低25%的移动速度和25%的魔法抗性|n|cffffcc00等级 4|r - 降低30%的移动速度和30%的魔法抗性""",,,,,,,,,,,,,,,
A5AE,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AE,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AF,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""极寒之触""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNChillingTouch.blp""",,"""学习 极寒之触[|cffffcc00G|r] - [|cffffcc00等级 %d|r]|n(Chilling Touch)""","""G""",1,2,0,,"""释放一阵寒风吹过目标区域，受到影响的友方英雄能力大增，攻击时会附加魔法伤害，持续数次攻击或一段时间，但同时攻击速度也会降低20。远古冰魄不在作用范围内也能获得增益|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r110/120/130/140|n|cff99ccff冷却时间：|r50/42/34/26|n|cff99ccff持续时间：|r30|n|cff99ccff作用范围：|r525|n|cff99ccff施法距离：|r800|n|n|cffffcc00等级 1|r - 附加50点魔法伤害，持续3次攻击|n|cffffcc00等级 2|r - 附加60点魔法伤害，持续4次攻击|n|cffffcc00等级 3|r - 附加70点魔法伤害，持续5次攻击|n|cffffcc00等级 4|r - 附加80点魔法伤害，持续6次攻击""",,,,,,,,,,,,,,,
A5AF,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AF,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AG,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""冰晶爆轰""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNIceBlast.blp""",,"""学习 冰晶爆轰[|cffffcc00T|r] - [|cffffcc00等级 %d|r]|n(Ice Blast)""","""T""",6,3,0,,"""朝目标方向释放一个魔法阵，以指示冰雹的打击点。轰炸范围随着移动距离的增加而增大，对范围内的敌方单位造成伤害并施加霜寒诅咒。中了霜寒诅咒的单位将无法回复生命，持续受伤害；如生命值过低会直接裂成碎片而死亡。（括号内为装备阿哈利姆神杖时的数值）|n|n|cFFFFFF00神杖升级：增加持续时间。|r|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r100/125/150|n|cff99ccff冷却时间：|r40/40/40|n|cff99ccff持续时间：|r8/9/10|n|cff99ccff初始范围：|r275|n|cff99ccff施法距离：|r99999/99999/99999|n|n|cffffcc00等级 1|r - 造成250伤害和12.5/秒的伤害，持续8（17）秒；直接杀死生命值低于10%的单位|n|cffffcc00等级 2|r - 造成350伤害和20/秒的伤害，持续9（17）秒；直接杀死生命值低于11%的单位|n|cffffcc00等级 3|r - 造成450伤害和32/秒的伤害，持续10（17）秒；直接杀死生命值低于12%的单位""",,,,,,,,,,,,,,,
A5AG,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AG,A40M"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AH,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""烧灼锁链""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNSearingChains.blp""",,"""学习 烧灼锁链[|cffffcc00C|r] - [|cffffcc00等级 %d|r]|n(Searing Chains)""","""C""",1,0,0,,"""新释放出2个火焰绳索来缠绕住附近的敌人，将他们困在区域内并每秒造成一定伤害。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r110|n|cff99ccff冷却时间：|r14/12/10/8|n|cff99ccff作用范围：|r400|n|n|cffffcc00等级 1|r - 持续1秒，每秒造成80点伤害|n|cffffcc00等级 2|r - 持续2秒，每秒造成60点伤害|n|cffffcc00等级 3|r - 持续2秒，每秒造成120点伤害|n|cffffcc00等级 4|r - 持续3秒，每秒造成100点伤害""",,,,,,,,,,,,,,,
A5AH,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AH,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AI,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""无影拳""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNSleightOfFist.blp""",,"""学习 无影拳[|cffffcc00T|r] - [|cffffcc00等级 %d|r]|n(Sleight of Fist)""","""T""",1,1,0,,"""新以闪电般的速度横冲直撞，攻击目标区域内所有敌人，随后返回所在位置。对英雄额外造成伤害，对非英雄单位造成的伤害减少50%。|n|n|cff99ccff伤害类型：|r|cFF00FF00物理|r|n|cff99ccff魔法消耗：|r50|n|cff99ccff冷却时间：|r30/22/14/6|n|cff99ccff作用范围：|r250/350/450/550|n|cff99ccff施法距离：|r700|n|n|cffffcc00等级 1|r - 40点额外伤害|n|cffffcc00等级 2|r - 80点额外伤害|n|cffffcc00等级 3|r - 120点额外伤害|n|cffffcc00等级 4|r - 160点额外伤害""",,,,,,,,,,,,,,,
A5AI,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AI,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A0AJ,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""火焰壁垒""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNFlameGuard.blp""",,"""学习 火焰壁垒[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Flame Guard)""","""E""",1,2,0,,"""新用火焰之环将自己包裹起来，吸收大量魔法伤害。同时对周围范围的敌人造成持续伤害。持续一段时间（或伤害吸收达到上限）。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r80/90/100/110|n|cff99ccff冷却时间：|r45|n|cff99ccff持续时间：|r12/16/20/24|n|cff99ccff作用范围：|r400|n|n|cffffcc00等级 1|r - 吸收150点伤害；每秒造成30点伤害|n|cffffcc00等级 2|r - 吸收300点伤害；每秒造成40点伤害|n|cffffcc00等级 3|r - 吸收450点伤害；每秒造成50点伤害|n|cffffcc00等级 4|r - 吸收600点伤害；每秒造成60点伤害""",,,,,,,,,,,,,,,
A5AJ,ANeg,,,,,,,,,,,,,,,,,,,,,"{ [1]=0.0000, }","{ [1]=0.0000, }","{ [1]=""A0AJ,A40L"", }","{ [1]="""", }","{ [1]="""", }","{ [1]="""", }",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
