Version: 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Suffix,Eat1,Eat2,Eat3,Gho1,Gho2,Had1,Htb1,Iagi,Iatt,Idef,Ihid,Iint,Isib,Istr,Isx1,Ncl1,Ncl3,Ncl4,Ncl5,Ncl6,Neg1,Neg2,Neg3,Neg4,Neg5,Neg6,Neu1,Neu3,Neu4,Nso1,Nso3,Owk1,Owk2,Owk3,Owk4,Ply1,Ply2,Ply3,Ply4,Ply5,Prg1,Prg3,Prg4,Prg5,Uls1,Uls2,Uls3,Uls4,Uls5,Ulsu,Usl1,[1],[2],[3],aani,aare,aart,abpx,abpy,abuf,acap,acat,acdn,achd,adur,aeat,aefl,aefs,ahdu,aher,ahky,aite,alev,alsk,amat,amcs,amsp,anam,ansf,aord,aorf,aoro,arac,aran,arar,areq,aret,arhk,arlv,arpx,arpy,arqa,arut,asat,ata0,atar,atat,atp1,aub1,aubx,auby,bsk1,bsk2,bsk3,fak1,fak2,fak3,fak5
A54P,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04P,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04Q,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""永久隐身""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNRikiINV.blp""",,"""学习 永久隐身[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Permanent Invisibility)""","""R""",1,1,0,,"""隐形刺客在不攻击的情况下会一直保持隐身的状态，施法和使用物品不会使隐形刺客脱离隐身状态，每次从背后攻击非建筑非守卫单位（包括友方）都会造成额外伤害。|n|n|cff99ccff伤害类型：|r|cFF00FF00物理|r|n|n|cffffcc00等级 1|r - 6秒渐隐时间，造成0.5*[敏捷]的额外伤害|n|cffffcc00等级 2|r - 5秒渐隐时间，造成0.75*[敏捷]的额外伤害|n|cffffcc00等级 3|r - 4秒渐隐时间，造成1*[敏捷]的额外伤害|n|cffffcc00等级 4|r - 3秒渐隐时间，造成1.25*[敏捷]的额外伤害""",,,,,,,,,,,,,,,
A54Q,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04Q,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04R,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""暗影背袭""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNBlinkStrikeSA.blp""",,"""学习 暗影背袭[|cffffcc00B|r] - [|cffffcc00等级 %d|r]|n(Blink Strike)""","""B""",1,2,0,,"""传送到一个目标背后，如果是敌人则对其造成伤害。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r50|n|cff99ccff冷却时间：|r16/12/8/4|n|cff99ccff施法距离：|r500/600/700/800|n|n|cffff3300无视魔法免疫|r|n|n|cffffcc00等级 1|r - 造成60点伤害|n|cffffcc00等级 2|r - 造成80点伤害|n|cffffcc00等级 3|r - 造成100点伤害|n|cffffcc00等级 4|r - 造成120点伤害""",,,,,,,,,,,,,,,
A54R,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04R,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04S,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""绝杀秘技""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNSacrifice.blp""",,"""学习 绝杀秘技[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Kill Secret Skill)""","""E""",6,3,0,,"""转移出现实世界的位面，从身后攻击其身边450范围内的所有敌人。转移出位面时攻击一次，在位面外时则每1秒攻击一次。可以随时取消。|n|n|cFFFFFF00神杖升级：可以对友方英雄施放，增加持续时间。|r|n|n|cff99ccff引导时间：|r3/4/5|n|cff99ccff魔法消耗：|r75|n|cff99ccff冷却时间：|r45/40/35|n|cff99ccff作用范围：|r450|n|n|cffff3300需要持续施法|r|n|n|cffffcc00等级 1|r - 持续3秒|n|cffffcc00等级 2|r - 持续4秒|n|cffffcc00等级 3|r - 持续5秒""",,,,,,,,,,,,,,,
A54S,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04S,A40M""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04T,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""冥火爆击""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNAdvancedUnholyStrength.blp""",,"""学习 冥火爆击[|cffffcc00T|r] - [|cffffcc00等级 %d|r]|n(Hellfire Blast)""","""T""",1,0,0,,"""从剑尖向目标投掷一团来自地狱的火焰，导致目标燃烧。造成初始伤害和2秒晕眩；之后减缓20%的移动速度，并造成持续伤害，持续2秒。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r120|n|cff99ccff冷却时间：|r8|n|cff99ccff施法距离：|r525|n|n|cffffcc00等级 1|r - 初始伤害50点，持续伤害15点/秒|n|cffffcc00等级 2|r - 初始伤害100点，持续伤害30点/秒|n|cffffcc00等级 3|r - 初始伤害150点，持续伤害40点/秒|n|cffffcc00等级 4|r - 初始伤害200点，持续伤害50点/秒""",,,,,,,,,,,,,,,
A54T,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04T,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04U,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""吸血光环""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNVampiricAura.blp""",,"""学习 吸血光环[|cffffcc00V|r] - [|cffffcc00等级 %d|r]|n(Vampiric Aura)""","""V""",1,1,0,,"""|cFF99CCFF- 吸血光环（被动）|r|n为周围友军提供10/18/26/34的吸血效果。|n|n|cffffcc00- 召唤骷髅（主动）|r|n消耗能量来召唤骷髅兵，骷髅兵可以重生1次，但不受自己控制，沿兵线进攻。|n|cffffff00每2次击杀获得1点能量。|r|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r70/80/90/100|n|cff99ccff冷却时间：|r50|n|cff99ccff持续时间：|r60|n|n|cff99ccff作用范围：|r900|n|n|cffffcc00等级 1|r - 回复伤害量10%的生命|n|cffffcc00等级 2|r - 回复伤害量18%的生命|n|cffffcc00等级 3|r - 回复伤害量26%的生命|n|cffffcc00等级 4|r - 回复伤害量34%的生命""",,,,,,,,,,,,,,,
A54U,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04U,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04V,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""致死打击""",,,,,"""nightelf""",,"""ReplaceableTextures\\passivebuttons\\BTNbtnskeletoncriticalstrike.blp""",,"""学习 致死打击[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Mortal Strike)""","""E""",1,2,0,,"""骷髅王在攻击时有几率造成250%额外伤害，对非英雄单位伤害加倍。|n|n|cffffcc00等级 1|r - 触发几率9%|n|cffffcc00等级 2|r - 触发几率11%|n|cffffcc00等级 3|r - 触发几率13%|n|cffffcc00等级 4|r - 触发几率15%""",,,,,,,,,,,,,,,
A54V,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04V,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04W,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""重生""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNRe.blp""",,"""学习 重生[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Reincarnation)""","""R""",6,3,0,,"""骷髅王在死亡几秒后，会自动以生命和魔法全满的状态复活，死亡时降低范围内敌人75%的移动速度，持续5秒。|n|n|cFFFFFF00神杖升级：重生不需要魔法，给附近即将死亡的队友赋予冥魂状态。|r|n|n|cff99ccff魔法消耗：|r200|n|cff99ccff冷却时间：|r180/150/120|n|cff99ccff复活时间：|r3|n|cff99ccff作用范围：|r900|n|n|cffffcc00等级 1|r - 冷却时间180秒|n|cffffcc00等级 2|r - 冷却时间150秒|n|cffffcc00等级 3|r - 冷却时间120秒""",,,,,,,,,,,,,,,
A54W,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04W,A40M""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04X,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""恶魔穿刺""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNImpale.blp""",,"""学习 穿刺[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Impale)""","""E""",1,0,0,,"""恶魔巫师所释放的恶魔之力使一条直线上的坚石化为地刺，将敌方地面单位抛向空中，落地后受到伤害并晕眩一段时间。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r100/120/140/160|n|cff99ccff冷却时间：|r12|n|cff99ccff最大距离：|r825|n|cff99ccff作用范围：|r125|n|cff99ccff施法距离：|r500|n|n|cffffcc00等级 1|r - 造成80点伤害，晕眩1.1秒|n|cffffcc00等级 2|r - 造成140点伤害，晕眩1.6秒|n|cffffcc00等级 3|r - 造成200点伤害，晕眩2.1秒|n|cffffcc00等级 4|r - 造成260点伤害，晕眩2.6秒""",,,,,,,,,,,,,,,
A54X,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04X,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04Y,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""妖术""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNHex.blp""",,"""学习 妖术[|cffffcc00D|r] - [|cffffcc00等级 %d|r]|n(Voodoo)""","""D""",1,1,0,,"""将敌方单位变成小动物，使其不能攻击、使用技能或物品，只拥有部分被动技能以及缓慢的移动速度。|n|n|cff99ccff魔法消耗：|r125/150/175/200|n|cff99ccff冷却时间：|r30/24/18/12|n|cff99ccff施法距离：|r500|n|n|cffffcc00等级 1|r - 持续2.5秒|n|cffffcc00等级 2|r - 持续3秒|n|cffffcc00等级 3|r - 持续3.5秒|n|cffffcc00等级 4|r - 持续4秒""",,,,,,,,,,,,,,,
A54Y,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04Y,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A04Z,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""法力汲取""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNManaDrain.blp""",,"""学习 法力汲取[|cffffcc00R|r] - [|cffffcc00等级 %d|r]|n(Mana Drain)""","""R""",1,2,0,,"""持续吸取魔法并减缓敌人移动速度，同时造成等同于100%魔法吸取量的伤害。可以对友军施放，给予50%的魔法恢复和移动速度。|n|n|cff99ccff引导时间：|r5|n|cff99ccff魔法消耗：|r10|n|cff99ccff冷却时间：|r15/12/9/6|n|cff99ccff作用范围：|r1100|n|cff99ccff施法距离：|r850|n|n|cffff3300需要持续施法|r|n|n|cffffcc00等级 1|r - 汲取20点/秒的魔法|n|cffffcc00等级 2|r - 汲取40点/秒的魔法|n|cffffcc00等级 3|r - 汲取60点/秒的魔法|n|cffffcc00等级 4|r - 汲取120点/秒的魔法""",,,,,,,,,,,,,,,
A54Z,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A04Z,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A050,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""死亡一指""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNCorpseExplode.blp""",,"""学习 死亡一指[|cffffcc00F|r] - [|cffffcc00等级 %d|r]|n(Finger of Death)""","""F""",6,3,0,,"""在一瞬间撕裂目标，折腾得死去活来，造成巨大的伤害,每次成功击杀英雄都会提升威力50点。（括号内为装备阿哈利姆神杖时的数值）|n|n|cFFFFFF00神杖升级：死亡一指将变成范围伤害，并增加伤害，冷却时间降低。|r|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r200/420/650|n|cff99ccff冷却时间：|r160/100/40|n|cff99ccff持续时间：|r3|n|cff99ccff作用范围：|r300|n|cff99ccff施法距离：|r800|n|n|cffffcc00等级 1|r - 造成600(725)点伤害|n|cffffcc00等级 2|r - 造成725(875)点伤害|n|cffffcc00等级 3|r - 造成850(1025)点伤害""",,,,,,,,,,,,,,,
A550,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A050,A40M""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A051,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""吞噬""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNRedDragonDevour.blp""",,"""学习 吞噬[|cffffcc00E|r] - [|cffffcc00等级 %d|r]|n(Devour)""","""E""",1,0,0,,"""吞噬一个非友方普通单位，对其造成20点/秒的伤害直至其死去，同时获得该单位拥有的特殊技能。被吞噬单位完全消化后，末日使者获得额外的金钱。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r60|n|cff99ccff冷却时间：|r70/60/50/40|n|cff99ccff施法距离：|r300|n|n|cffffcc00等级 1|r - 额外获得25金钱|n|cffffcc00等级 2|r - 额外获得50金钱|n|cffffcc00等级 3|r - 额外获得75金钱|n|cffffcc00等级 4|r - 额外获得100金钱""",,,,,,,,,,,,,,,
A551,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A051,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A052,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""焦土""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNWallOfFire.blp""",,"""学习 焦土[|cffffcc00T|r] - [|cffffcc00等级 %d|r]|n(Scorched Earth)""","""T""",1,1,0,,"""以烈焰覆盖大地，焦土会对其上的敌方单位造成伤害，对末日使者却有医疗效果。焦土上末日使者的移动速度提升14%。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r60/65/70/75|n|cff99ccff冷却时间：|r60/55/50/45|n|cff99ccff持续时间：|r10/12/14/16|n|cff99ccff作用范围：|r600|n|n|cffffcc00等级 1|r - 16点/秒的伤害/回复|n|cffffcc00等级 2|r - 24点/秒的伤害/回复|n|cffffcc00等级 3|r - 32点/秒的伤害/回复|n|cffffcc00等级 4|r - 40点/秒的伤害/回复""",,,,,,,,,,,,,,,
A552,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A052,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A053,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""阎刃""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNSoulBurn.blp""",,"""学习 阎刃[|cffffcc00V|r] - [|cffffcc00等级 %d|r]|n(Hell Blade)""","""V""",1,2,0,,"""末日挥舞它的炙热炙热之剑，将敌人点燃，造成0.6秒眩晕，并施加一个燃烧效果，持续4秒。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r40|n|cff99ccff冷却时间：|r16/12/8/4|n|cff99ccff施法距离：|r150|n|n|cffff3300nil无视魔法免疫|r|n|n|cffffcc00等级 1|r - 每秒造成：25+1.25%目标最大生命值伤害|n|cffffcc00等级 2|r - 每秒造成：30+2.5%目标最大生命值伤害|n|cffffcc00等级 3|r - 每秒造成：35+3.75%目标最大生命值伤害|n|cffffcc00等级 4|r - 每秒造成：40+5%目标最大生命值伤害""",,,,,,,,,,,,,,,
A553,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A053,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A054,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""末日""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNDoom.blp""",,"""学习 末日[|cffffcc00D|r] - [|cffffcc00等级 %d|r]|n(Doom)""","""D""",6,3,0,,"""对目标施予末日的惩罚，目标将不能使用技能和道具，并不断地受到伤害。（括号内为装备阿哈利姆神杖时的数值）|n|n|cFFFFFF00神杖升级：增加技能伤害，若目标在900范围内，则不会减少末日效果持续时间。|r|n|n|cff99ccff伤害类型：|r|cFFFF9900神圣|r|n|cff99ccff魔法消耗：|r150/200/250|n|cff99ccff冷却时间：|r140|n|cff99ccff持续时间：|r16|n|cff99ccff施法距离：|r550|n|n|cffff3300无视魔法免疫|r|n|n|cffffcc00等级 1|r - 受到25（40）点/秒的伤害|n|cffffcc00等级 2|r - 受到40（60）点/秒的伤害|n|cffffcc00等级 3|r - 受到55（80）点/秒的伤害""",,,,,,,,,,,,,,,
A554,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A054,A40M""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A055,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""暗影突袭""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNShadowStrike.blp""",,"""学习 暗影突袭[|cffffcc00D|r] - [|cffffcc00等级 %d|r]|n(Shadow Strike)""","""D""",1,0,0,,"""向目标投掷淬毒匕首，造成高额的起始伤害，并不断造成后续伤害，持续一段时间。每次伤害会回复自己的生命值，非英雄单位减半。|n|n|cFFFFFF00神杖升级：变成范围技能，增加伤害。|r|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r110|n|cff99ccff冷却时间：|r16/12/8/4|n|cff99ccff持续时间：|r15|n|cff99ccff施法距离：|r450/475/500/525|n|n|cffffcc00等级 1|r - 短时间内降低目标20%的移动速度；造成50点的初始伤害，30点/3秒的后续伤害|n|cffffcc00等级 2|r - 短时间内降低目标30%的移动速度；造成75点的初始伤害，40点/3秒的后续伤害|n|cffffcc00等级 3|r - 短时间内降低目标40%的移动速度；造成100点的初始伤害，50点/3秒的后续伤害|n|cffffcc00等级 4|r - 短时间内降低目标50%的移动速度；造成125点的初始伤害，60点/3秒的后续伤害""",,,,,,,,,,,,,,,
A555,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A055,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A056,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,2,,,,"""女王闪烁""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNBlink.blp""",,"""学习 闪烁[|cffffcc00B|r] - [|cffffcc00等级 %d|r]|n(Blink)""","""B""",1,1,0,,"""短距离瞬间移动的能力让英雄在战场出入自如。|n|n|cff99ccff魔法消耗：|r60|n|cff99ccff冷却时间：|r15/12/9/6|n|cff99ccff施法距离:|r 1300|n|n|cffffcc00等级 1|r - |cff99ccff冷却时间：|r15|n|cffffcc00等级 2|r - |cff99ccff冷却时间：|r12|n|cffffcc00等级 3|r - |cff99ccff冷却时间：|r9|n|cffffcc00等级 4|r - |cff99ccff冷却时间：|r6""",,,,,,,,,,,,,,,
A556,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A056,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A057,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,0,,,,"""痛苦尖叫""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNPossession.blp""",,"""学习 痛苦尖叫[|cffffcc00F|r] - [|cffffcc00等级 %d|r]|n(Scream of Pain)""","""F""",1,2,0,,"""痛苦女王发出锐利的尖叫，对周围的敌方单位造成伤害。|n|n|cff99ccff伤害类型：|r|cFF00FFFF魔法|r|n|cff99ccff魔法消耗：|r110/120/130/140|n|cff99ccff冷却时间：|r7|n|cff99ccff作用范围：|r475|n|n|cffffcc00等级 1|r - 对每个敌方单位造成75点伤害|n|cffffcc00等级 2|r - 对每个敌方单位造成150点伤害|n|cffffcc00等级 3|r - 对每个敌方单位造成225点伤害|n|cffffcc00等级 4|r - 对每个敌方单位造成300点伤害""",,,,,,,,,,,,,,,
A557,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A057,A40L""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
A058,ANcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,5,,,,"""超声冲击波""",,,,,"""nightelf""",,"""ReplaceableTextures\\CommandButtons\\BTNTornado.blp""",,"""学习 超声冲击波[|cffffcc00W|r] - [|cffffcc00等级 %d|r]|n(Sonic Wave)""","""W""",6,3,0,,"""释放一道强大的声波，对一条直线上的敌方单位造成巨大的伤害。超声冲击波最远能伤害距离1350码的单位。|n|n|cff99ccff伤害类型：|r|cFFFF9900神圣|r|n|cff99ccff魔法消耗：|r250/360/500|n|cff99ccff冷却时间：|r135|n|cff99ccff作用范围：|r100|n|cff99ccff施法距离：|r700|n|n|cffff3300无视魔法免疫|r|n|n|cffffcc00等级 1|r - 造成350点伤害|n|cffffcc00等级 2|r - 造成440点伤害|n|cffffcc00等级 3|r - 造成530点伤害""",,,,,,,,,,,,,,,
A558,ANeg,,,,,,,,,,,,,,,,,,,,,{,{,{,{,{,{,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0000おなに0.0000おなに""A058,A40M""おなに""""おなに""""おなに""""",,,,,,,,,,,,,,,,,,0,,,1,,,,,,"""1""",,,,"""""",,,,,,,,,,,,,,,,,,,,,,,,,
